scan_index,scan_start_stamp,scan_end_stamp,reference_stamp,status,reason,point_count_in,point_count_out,coverage_begin_stamp,coverage_end_stamp,max_state_gap_sec,max_gap_gate_sec,max_velocity_norm_mps,max_acc_world_norm_mps2,max_gyro_norm_radps,coverage_gate_passed,point_count_preserved,reference_equals_selected_boundary,ndt_stamp_matches_reference,future_measurement_csv_field,current_scan_ndt_leakage_csv_field,future_imu_evidence,current_ndt_evidence,csv_zero_fields_are_independent_counters
62,1660857398.6439669,1660857398.7448053,1660857398.6439669,PUBLISHED,covered_and_deskewed,28514,28514,1660857396.7456801,1660857398.745568,0.0050082206726074219,0.02,0.050090068847093452,0.41208865561111796,0.0037854261416005773,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
63,1660857398.744827,1660857398.8456652,1660857398.744827,PUBLISHED,covered_and_deskewed,28490,28490,1660857396.850672,1660857398.8505599,0.0050079822540283203,0.02,0.10385090784713227,0.4356444468453099,0.0038135029826488159,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
64,1660857398.8456869,1660857398.9465253,1660857398.8456869,PUBLISHED,covered_and_deskewed,28511,28511,1660857396.9506719,1660857398.9505601,0.0050082206726074219,0.02,0.15243767316927703,0.44246976862838827,0.0040451175745084972,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
65,1660857398.946547,1660857399.0473292,1660857398.946547,PUBLISHED,covered_and_deskewed,28498,28498,1660857397.0506079,1660857399.0505121,0.0050082206726074219,0.02,0.20934222217637019,0.45616472964189064,0.0040902756915626457,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
66,1660857399.0473499,1660857399.1481893,1660857399.0473499,PUBLISHED,covered_and_deskewed,28524,28524,1660857397.1506081,1660857399.150512,0.0050079822540283203,0.02,0.22755915834255244,0.47632630987863039,0.0034327784446218724,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
67,1660857399.14821,1660857399.2490492,1660857399.14821,PUBLISHED,covered_and_deskewed,28525,28525,1660857397.250608,1660857399.2505119,0.0050082206726074219,0.02,0.18863384485629114,0.45514922249820811,0.0039977436798465885,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
68,1660857399.2490699,1660857399.3499093,1660857399.2490699,PUBLISHED,covered_and_deskewed,28498,28498,1660857397.3506081,1660857399.350512,0.0050082206726074219,0.02,0.18387873592157092,0.4409906449675226,0.0038920578473806275,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
69,1660857399.34993,1660857399.4507692,1660857399.34993,PUBLISHED,covered_and_deskewed,28542,28542,1660857397.455616,1660857399.4555199,0.0050079822540283203,0.02,0.1721972873231713,0.44245448831304285,0.0038791616578855025,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
70,1660857399.4507899,1660857399.5516293,1660857399.4507899,PUBLISHED,covered_and_deskewed,28514,28514,1660857397.5556159,1660857399.5555201,0.0050082206726074219,0.02,0.15087158098029516,0.43643447487393783,0.0033260227467816947,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
71,1660857399.55165,1660857399.6524892,1660857399.55165,PUBLISHED,covered_and_deskewed,28522,28522,1660857397.655616,1660857399.65552,0.0050079822540283203,0.02,0.1071454663762805,0.43465924393581518,0.0042426152602031428,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
72,1660857399.6525099,1660857399.7533493,1660857399.6525099,PUBLISHED,covered_and_deskewed,28501,28501,1660857397.7556159,1660857399.7555201,0.0050082206726074219,0.02,0.10736935925657812,0.42403964605235528,0.0036135099199695272,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
73,1660857399.75337,1660857399.8542092,1660857399.75337,PUBLISHED,covered_and_deskewed,28503,28503,1660857397.8556161,1660857399.85552,0.0050082206726074219,0.02,0.080372536502591352,0.4367264910720986,0.0032966212237517342,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
74,1660857399.8542299,1660857399.9550693,1660857399.8542299,PUBLISHED,covered_and_deskewed,28497,28497,1660857397.955616,1660857399.9555199,0.0050079822540283203,0.02,0.052824085285451086,0.41355399921782571,0.0037133770360546713,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
75,1660857399.95509,1660857400.0558643,1660857399.95509,PUBLISHED,covered_and_deskewed,28480,28480,1660857398.06056,1660857400.060432,0.0050082206726074219,0.02,0.070072578407517253,0.41661791586396257,0.0037510973105598557,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
76,1660857400.0558851,1660857400.1567242,1660857400.0558851,PUBLISHED,covered_and_deskewed,28469,28469,1660857398.1605599,1660857400.1604321,0.0050082206726074219,0.02,0.075661899406413005,0.43338192994504554,0.0038108029222710081,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
77,1660857400.156745,1660857400.2575843,1660857400.156745,PUBLISHED,covered_and_deskewed,28517,28517,1660857398.26056,1660857400.260432,0.0050079822540283203,0.02,0.075107046859492571,0.43406288061480874,0.0038108029222710081,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
78,1660857400.2576051,1660857400.3584442,1660857400.2576051,PUBLISHED,covered_and_deskewed,28518,28518,1660857398.3605599,1660857400.3604319,0.0050079822540283203,0.02,0.070348546170651907,0.4194992078741176,0.0038706085712797971,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
79,1660857400.358465,1660857400.4593043,1660857400.358465,PUBLISHED,covered_and_deskewed,28518,28518,1660857398.4605601,1660857400.4604321,0.0050082206726074219,0.02,0.057899069259686922,0.41830372616044731,0.003591232322001751,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
80,1660857400.4593251,1660857400.5601642,1660857400.4593251,PUBLISHED,covered_and_deskewed,28496,28496,1660857398.56056,1660857400.560432,0.0050079822540283203,0.02,0.13221629545455205,0.41404563187809795,0.0039739096699764349,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
81,1660857400.560185,1660857400.6610234,1660857400.560185,PUBLISHED,covered_and_deskewed,28524,28524,1660857398.6655681,1660857400.6654401,0.0050082206726074219,0.02,0.14743350381564244,0.40512082896518026,0.0041065986159544267,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
82,1660857400.6610451,1660857400.7618833,1660857400.6610451,PUBLISHED,covered_and_deskewed,28527,28527,1660857398.765568,1660857400.76544,0.0050079822540283203,0.02,0.1973687966435442,0.3999580310612218,0.0040001368798570601,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
83,1660857400.761905,1660857400.8627434,1660857400.761905,PUBLISHED,covered_and_deskewed,28487,28487,1660857398.8655679,1660857400.8654399,0.0050079822540283203,0.02,0.24314123789904207,0.40305118763364439,0.0038891124153763589,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
84,1660857400.8627639,1660857400.9636033,1660857400.8627639,PUBLISHED,covered_and_deskewed,28491,28491,1660857398.9655681,1660857400.96544,0.0050082206726074219,0.02,0.23701173557641667,0.40472394256233318,0.0038891124153763589,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
